,Vote ID,Date,O'clock,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Code,interinstitutional file number,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Author,RCV,Vote
131,132,22.10.2014,,Protocol to the EU-Republic of Korea Free Trade Agreement to take account of Croatia's accession to the EU,***,Leg,Draft legislative resolution,A8-0012/2014,2014/0019/NLE,Committee on International Trade,International trade,approbation,1.0,0,RCV,+
132,133,22.10.2014,,European Semester for economic policy coordination: implementation of 2014 priorities,,Non,Motion for resolution,A8-0019/2014,2014/2059/INI,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Paragraph 8,0.0,original text,RCV,+
133,134,22.10.2014,,European Semester for economic policy coordination: implementation of 2014 priorities,,Non,Motion for resolution,A8-0019/2014,2014/2059/INI,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: resolution,1.0,0,RCV,+
134,135,23.10.2014,,Closing down of Memorial (Sakharov Prize 2009) in Russia,,Non,Joint motion for resolution,RC-B8-0164/2014,2014/2903/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
135,136,23.10.2014,,Human rights in Uzbekistan,,Non,Joint motion for resolution,RC-B8-0166/2014,2014/2904/RSP,0,Foreign & security policy,After paragraph 11,0.0,GUE/NGL,RCV,-
136,137,23.10.2014,,Disappearance of 43 teaching students in Mexico,,Non,Joint motion for resolution,RC-B8-0161/2014,2014/2905/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
137,138,23.10.2014,,Customs duties on goods originating in Ukraine,***I,Leg,Draft legislative resolution,A8-0021/2014,2014/0279/COD,Committee on International Trade,International trade,vote: legislative resolution,1.0,0,RCV,+
138,139,23.10.2014,,2012 discharge: Body of European Regulators for Electronic Communications,,Bud,Proposal for a decision,A8-0011/2014,2013/2241/DEC,Committee on Budgetary Control,Budgetary control,vote: resolution,1.0,0,RCV,+
139,140,23.10.2014,,2012 discharge: European Council and Council,,Bud,Proposal for a decision,A8-0010/2014,2013/2197/DEC,Committee on Budgetary Control,Budgetary control,vote: resolution,1.0,0,RCV,+
140,141,13.11.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/007 IE/Andersen Ireland,,Bud,Motion for resolution,A8-0024/2014,2014/2098/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
141,142,13.11.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/009 EL/Sprider Stores,,Bud,Motion for resolution,A8-0023/2014,2014/2107/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
142,143,13.11.2014,,Association agreement between the European Union and the Republic of Moldova,***,Leg,Draft legislative resolution,A8-0020/2014,2014/0083/NLE,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,0,RCV,+
143,144,13.11.2014,,Conclusion of an Association agreement between the European Union and the Republic of Moldova,,Non,Motion for resolution,A8-0022/2014,2014/2817/INI,Committee on Foreign Affairs,Foreign & security policy,vote: resolution,1.0,0,RCV,+
144,145,13.11.2014,,Humanitarian situation in South Sudan,,Non,Joint motion for resolution,RC-B8-0213/2014,2014/2922/RSP,0,Foreign & security policy,Paragraph 12,0.0,Greens/EFA,RCV,+
145,146,13.11.2014,,Turkish actions creating tensions in the exclusive economic zone of Cyprus,,Non,Joint motion for resolution,RC-B8-0211/2014,2014/2921/RSP,0,Foreign & security policy,Paragraph 6,0.0,EFDD,RCV,-
146,147,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 22,0.0,original text,RCV,-
147,148,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 22,0.0,original text,RCV,-
148,149,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 22,0.0,original text,RCV,+
149,150,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 22,0.0,original text,RCV,+
150,151,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 37 ,0.0,original text,RCV,+
151,152,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 68,0.0,original text,RCV,+
152,153,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,Paragraph 68,0.0,original text,RCV,+
153,154,25.11.2014,,The EU and the global development framework after 2015,,Non,Motion for resolution,A8-0037/2014,2014/2143/INI,Committee on Development,Development,vote: resolution,1.0,0,RCV,+
154,155,25.11.2014,,Protocol on matters specific to railway rolling stock,***,Leg,Draft legislative resolution,A8-0030/2014,2013/0184/NLE,Committee on Legal Affairs,Legal affairs,approbation,1.0,0,RCV,+
155,156,25.11.2014,,Hague Convention of 30 June 2005 on choice of Court agreements,***,Leg,Draft legislative resolution,A8-0034/2014,2014/0021/NLE,Committee on Legal Affairs,Legal affairs,approbation,1.0,0,RCV,+
156,157,25.11.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/008 FI/STX Rauma,,Bud,Motion for resolution,A8-0043/2014,2014/2137/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
157,158,25.11.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/005 FR/GAD,,Bud,Motion for resolution,A8-0044/2014,2014/2166/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
158,159,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 15,0.0,original text,RCV,+
159,160,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 15,0.0,original text,RCV,+
160,161,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 15,0.0,original text,RCV,+
161,162,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 32,0.0,original text,RCV,+
162,163,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 40,0.0,EFDD,RCV,-
163,164,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 45,0.0,original text,RCV,+
164,165,25.11.2014,,Employment and social aspects of the EU2020 strategy,,Non,Motion for resolution,B8-0252/2014,2014/2779/RSP,0,Employment & social affairs,Paragraph 46,0.0,original text,RCV,+
165,166,25.11.2014,,Opinion of the Court of Justice - EU/Canada agreement on the transfer and processing of Passenger Name Record (PNR) data,,Non,Motion for resolution,B8-0265/2014,2014/2966/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
166,167,26.11.2014,,Collection of statistical information by the European Central Bank,*,Leg,Draft legislative resolution,A8-0027/2014,2014/0808/CNS,Committee on Economic and Monetary Affairs,Economic & monetary affairs,single vote,1.0,0,RCV,+
167,168,26.11.2014,,The powers of the European Central Bank to impose sanctions,*,Leg,Draft legislative resolution,A8-0028/2014,2014/0807/CNS,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,0,RCV,+
168,169,27.11.2014,,Delays in the start-up of cohesion policy for 2014-2020,,Non,Joint motion for resolution,RC-B8-0278/2014,2014/2946/RSP,0,Regional development,vote: resolution,1.0,0,RCV,+
169,170,27.11.2014,,Decision to raise no objections to the Commission delegated regulation on the provisional system of instalments on contributions to cover the administrative expenditures of the Single Resolution Board,,Non,Motion for resolution,B8-0246/2014,2014/2882/DEA,Committee on Economic and Monetary Affairs ,Economic & monetary affairs,vote: resolution,1.0,0,RCV,+
170,171,27.11.2014,,Iraq: kidnapping and mistreatment of women,,Non,Joint motion for resolution,RC-B8-0295/2014,2014/2971/RSP,0,Foreign & security policy,Paragraph 6,0.0,original text,RCV,+
171,172,27.11.2014,,Iraq: kidnapping and mistreatment of women,,Non,Joint motion for resolution,RC-B8-0295/2014,2014/2971/RSP,0,Foreign & security policy,Paragraph 6,0.0,original text,RCV,+
172,173,27.11.2014,,Iraq: kidnapping and mistreatment of women,,Non,Joint motion for resolution,RC-B8-0295/2014,2014/2971/RSP,0,Foreign & security policy,After paragraph 9,0.0,GUE/NGL,RCV,-
173,174,27.11.2014,,Iraq: kidnapping and mistreatment of women,,Non,Joint motion for resolution,RC-B8-0295/2014,2014/2971/RSP,0,Foreign & security policy,After recital A,0.0,GUE/NGL,RCV,+
174,175,27.11.2014,,Iraq: kidnapping and mistreatment of women,,Non,Joint motion for resolution,RC-B8-0295/2014,2014/2971/RSP,0,Foreign & security policy,Recital H,0.0,original text,RCV,+
175,176,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"

Constitutional and inter-institutional affairs",After paragraph 6,0.0,Greens/EFA,RCV,-
176,177,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"

Constitutional and inter-institutional affairs",After paragraph 6,0.0,Greens/EFA,RCV,-
177,178,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"

Constitutional and inter-institutional affairs",Paragraph 17,0.0,Greens/EFA,RCV,-
178,179,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"

Constitutional and inter-institutional affairs",Paragraph 17,0.0,original text,RCV,+
179,180,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"Industry, research & energy",After paragraph 17,0.0,ECR,RCV,-
180,181,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"Industry, research & energy",After paragraph 19,0.0,Greens/EFA,RCV,-
181,182,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"Industry, research & energy",Paragraph 20,0.0,original text,RCV,+
182,183,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"Industry, research & energy",After recital G,0.0,Greens/EFA,RCV,-
183,184,27.11.2014,,Commission's impact assessment guidelines,,Non,Joint motion for resolution,RC-B8-0311/2014,2014/2967/RSP,0,"Industry, research & energy",vote: resolution,1.0,0,RCV,+
184,185,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",After paragraph 1,0.0,GUE/NGL,RCV,-
185,186,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",After paragraph 1,0.0,GUE/NGL,RCV,-
186,187,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",Paragraph 10,0.0,original text,RCV,+
187,188,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",Paragraph 18,0.0,GUE/NGL,RCV,+
188,189,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",After paragraph 18,0.0,GUE/NGL,RCV,+
189,190,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",After paragraph 18,0.0,GUE/NGL,RCV,-
190,191,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",Paragraph 21,0.0,original text,RCV,+
191,192,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",Paragraph 22,0.0,original text,RCV,+
192,193,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",Recital F,0.0,original text,RCV,+
193,194,27.11.2014,,25th anniversary of the UN Convention on the Rights of the Child,,Non,Motion for resolution,B8-0285/2014,2014/2919/RSP,0,"Civil liberties, justice & home affairs",After recital H,0.0,GUE/NGL,RCV,+
194,195,27.11.2014,,Motion of censure on the Commission,,Non,Motion for resolution,B8-0249/2014,2014/0000/RSP,0,"

Constitutional and inter-institutional affairs",vote: resolution,1.0,0,RCV,-
195,196,27.11.2014,,Child malnutrition in developing countries,,Non,Motion for resolution,B8-0253/2014,2014/2853/RSP,0,Development,After paragraph 17,0.0,Greens/EFA,RCV,-
196,197,27.11.2014,,Child malnutrition in developing countries,,Non,Motion for resolution,B8-0253/2014,2014/2853/RSP,0,Development,After paragraph 17,0.0,Greens/EFA,RCV,-
197,198,27.11.2014,,Child malnutrition in developing countries,,Non,Motion for resolution,B8-0253/2014,2014/2853/RSP,0,Development,vote: resolution,1.0,0,RCV,+
198,199,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2014,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 2,0.0,ECR,RCV,+
199,200,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2015,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 3,0.0,ECR,RCV,+
200,201,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2016,2014/2973/RSP,0,Internal market & consumer protection,Paragraph 4,0.0,ECR,RCV,-
201,202,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2017,2014/2973/RSP,0,Internal market & consumer protection,Paragraph 8,0.0,S&D,RCV,-
202,203,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2018,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 8,0.0,ALDE,RCV,-
203,204,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2019,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 8,0.0,ALDE,RCV,-
204,205,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2020,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 8,0.0,ALDE,RCV,-
205,206,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2021,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 8,0.0,ALDE,RCV,+
206,207,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2022,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 8,0.0,ALDE,RCV,-
207,208,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2023,2014/2973/RSP,0,Internal market & consumer protection,Paragraph 9 ,0.0,ECR,RCV,-
208,209,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2024,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 9,0.0,ALDE,RCV,-
209,210,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2025,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 9,0.0,ALDE,RCV,-
210,211,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2026,2014/2973/RSP,0,Internal market & consumer protection,Paragraph 10,0.0,original text,RCV,+
211,212,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2027,2014/2973/RSP,0,Internal market & consumer protection,Paragraph 11,0.0,ECR,RCV,+
212,213,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2028,2014/2973/RSP,0,Internal market & consumer protection,Paragraph 13,0.0,ALDE,RCV,-
213,214,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2029,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 15,0.0,ECR,RCV,+
214,215,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2030,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 16,0.0,Greens/EFA,RCV,-
215,216,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2031,2014/2973/RSP,0,Internal market & consumer protection,After paragraph 18,0.0,ECR,RCV,+
216,217,27.11.2014,,Digital single market,,Non,Joint motion for resolution,RC-B8-0286/2032,2014/2973/RSP,0,Internal market & consumer protection,vote: resolution,1.0,0,RCV,+
217,218,16.12.2014,,Scientific examination of questions relating to food,***I,Leg,Draft legislative resolution,A8-0059/2014,2014/0132/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,single vote,1.0,0,RCV,+
